                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.2617,                 2.7568,                 1.1717,                0.00943,                 0.0283,                0.02572,                0.01389,                  1.108,                 3.4345,                0.98918,              0.0002357,              0.0002357,              0.0002357
                     19,                  1.216,                 2.6859,                 1.1809,                 0.0788,                0.27358,                0.18893,                 0.1108,                 1.0586,                 3.3283,                0.96068,             0.00024659,             0.00024659,             0.00024659
                     20,                 1.2284,                 2.5998,                 1.1655,                 0.0788,                0.27358,                0.18893,                 0.1108,                 1.0586,                 3.3283,                0.96068,             0.00025715,             0.00025715,             0.00025715
                     21,                 1.3588,                 2.7897,                 1.2852,                0.10753,                0.37736,                0.35278,                  0.262,                 1.0569,                 3.1931,                0.94394,             0.00026739,             0.00026739,             0.00026739
                     22,                 2.3912,                 3.0196,                 1.3348,                0.10753,                0.37736,                0.35278,                  0.262,                 1.0569,                 3.1931,                0.94394,             0.00027729,             0.00027729,             0.00027729
                     23,                 1.3337,                 2.5279,                  1.155,                0.12129,                0.46226,                 0.4296,                0.29273,                 1.0855,                 3.0154,                0.94328,             0.00028686,             0.00028686,             0.00028686
                     24,                 1.4301,                 2.5705,                 1.1715,                0.12129,                0.46226,                 0.4296,                0.29273,                 1.0855,                 3.0154,                0.94328,             0.00029611,             0.00029611,             0.00029611
                     25,                 1.5222,                 2.6439,                 1.2346,                      1,                0.30345,                0.47636,                0.31937,                 1.1493,                 2.7885,                0.95207,             0.00030502,             0.00030502,             0.00030502
                     26,                  1.302,                  2.315,                 1.1386,                      1,                0.30345,                0.47636,                0.31937,                 1.1493,                 2.7885,                0.95207,              0.0003136,              0.0003136,              0.0003136
                     27,                 1.2351,                 1.7477,                 1.0943,                      1,                0.32903,                 0.5004,                0.31077,                 1.2565,                 2.5525,                0.95388,             0.00032186,             0.00032186,             0.00032186
                     28,                 1.3279,                 2.2194,                 1.1238,                      1,                0.32903,                 0.5004,                0.31077,                 1.2565,                 2.5525,                0.95388,             0.00032978,             0.00032978,             0.00032978
                     29,                 1.0773,                 1.8546,                 1.0824,                      1,                0.37625,                0.56327,                0.32196,                 1.3416,                 2.3392,                0.95915,             0.00033737,             0.00033737,             0.00033737
                     30,                  1.702,                 2.4835,                 1.1628,                      1,                0.37625,                0.56327,                0.32196,                 1.3416,                 2.3392,                0.95915,             0.00034464,             0.00034464,             0.00034464
                     31,                 1.2749,                 1.4171,                 1.0823,                      1,                0.43204,                0.69737,                0.41818,                 1.2839,                 2.1182,                0.95762,             0.00035157,             0.00035157,             0.00035157
                     32,                 1.4574,                 2.1435,                 1.1131,                      1,                0.43204,                0.69737,                0.41818,                 1.2839,                 2.1182,                0.95762,             0.00035817,             0.00035817,             0.00035817
                     33,                  1.151,                  1.627,                 1.0517,                      1,                0.47735,                0.74739,                 0.4965,                 1.1838,                 1.9548,                0.94844,             0.00036445,             0.00036445,             0.00036445
                     34,                 1.1202,                  1.802,                 1.0565,                      1,                0.47735,                0.74739,                 0.4965,                 1.1838,                 1.9548,                0.94844,             0.00037039,             0.00037039,             0.00037039
                     35,                 1.1412,                  1.365,                 1.0448,                      1,                0.53154,                0.86924,                0.55908,                 1.2622,                 1.7989,                0.97044,               0.000376,               0.000376,               0.000376
                     36,                 1.3304,                 1.9422,                 1.1252,                      1,                0.53154,                0.86924,                0.55908,                 1.2622,                 1.7989,                0.97044,             0.00038128,             0.00038128,             0.00038128
                     37,                 1.1198,                 1.1692,                 1.0724,                0.97178,                0.70289,                0.94283,                0.59764,                 1.2949,                 1.6332,                0.99184,             0.00038624,             0.00038624,             0.00038624
                     38,                 1.1124,                 1.1162,                 1.0253,                0.97178,                0.70289,                0.94283,                0.59764,                 1.2949,                 1.6332,                0.99184,             0.00039086,             0.00039086,             0.00039086
                     39,                 1.5274,                 1.6232,                 1.0659,                0.98106,                0.82008,                0.96003,                0.56514,                 1.3977,                 1.5495,                 1.0125,             0.00039515,             0.00039515,             0.00039515
                     40,                 1.4402,                 1.6962,                 1.0846,                0.98106,                0.82008,                0.96003,                0.56514,                 1.3977,                 1.5495,                 1.0125,             0.00039911,             0.00039911,             0.00039911
                     41,                 1.1579,                 1.5461,                 1.0277,                0.98389,                0.88864,                0.98024,                0.57002,                 1.4214,                 1.4371,                 1.0063,             0.00040275,             0.00040275,             0.00040275
                     42,                 1.3586,                 1.3501,                 1.0953,                0.98389,                0.88864,                0.98024,                0.57002,                 1.4214,                 1.4371,                 1.0063,             0.00040605,             0.00040605,             0.00040605
                     43,                 1.1003,                 1.3554,                 1.0334,                0.97163,                0.93518,                0.96879,                0.59093,                 1.3913,                 1.3481,                0.98989,             0.00040902,             0.00040902,             0.00040902
                     44,                 1.5085,                 1.6715,                 1.1412,                0.97163,                0.93518,                0.96879,                0.59093,                 1.3913,                 1.3481,                0.98989,             0.00041166,             0.00041166,             0.00041166
                     45,                 1.1924,                 1.6302,                 1.0296,                0.95999,                0.96621,                0.96674,                0.59727,                 1.3694,                 1.3279,                0.99416,             0.00041398,             0.00041398,             0.00041398
                     46,                 1.2009,                 1.4942,                 1.0682,                0.95999,                0.96621,                0.96674,                0.59727,                 1.3694,                 1.3279,                0.99416,             0.00041596,             0.00041596,             0.00041596
                     47,                 1.2203,                 1.2351,                 1.0729,                0.97186,                0.94688,                0.96409,                  0.598,                 1.3827,                 1.3202,                  1.011,             0.00041761,             0.00041761,             0.00041761
                     48,                 1.3754,                 1.3797,                 1.0659,                0.97186,                0.94688,                0.96409,                  0.598,                 1.3827,                 1.3202,                  1.011,             0.00041893,             0.00041893,             0.00041893
                     49,                 1.2196,                 1.1126,                 1.0178,                0.96745,                0.94556,                0.96617,                0.59757,                 1.3774,                 1.2576,                 1.0038,             0.00041992,             0.00041992,             0.00041992
                     50,                 1.3233,                 1.2651,                 1.0762,                0.96745,                0.94556,                0.96617,                0.59757,                 1.3774,                 1.2576,                 1.0038,             0.00042059,             0.00042059,             0.00042059
                     51,                 1.4323,                 1.3204,                 1.0064,                0.97196,                0.94068,                0.96552,                0.57019,                 1.4887,                 1.2909,                 1.0254,             0.00042092,             0.00042092,             0.00042092
                     52,                 1.4365,                  1.558,                 1.0153,                0.97196,                0.94068,                0.96552,                0.57019,                 1.4887,                 1.2909,                 1.0254,             0.00042092,             0.00042092,             0.00042092
                     53,                 1.4933,                 1.4286,                 1.0386,                0.97196,                0.94068,                0.96552,                0.57019,                 1.4887,                 1.2909,                 1.0254,             0.00042059,             0.00042059,             0.00042059
                     54,                 1.1141,                 1.0537,                 1.0322,                0.97191,                0.92084,                0.96902,                0.56535,                 1.4798,                 1.3217,                 1.0172,             0.00041993,             0.00041993,             0.00041993
                     55,                 1.3626,                 1.0257,                 1.0561,                0.97191,                0.92084,                0.96902,                0.56535,                 1.4798,                 1.3217,                 1.0172,             0.00041894,             0.00041894,             0.00041894
                     56,                 1.4563,                 1.6227,                 1.0575,                0.97191,                0.92084,                0.96902,                0.56535,                 1.4798,                 1.3217,                 1.0172,             0.00041763,             0.00041763,             0.00041763
                     57,                 1.5344,                 1.2523,                  1.021,                0.97192,                0.92271,                0.96793,                0.57654,                  1.458,                 1.3632,                 1.0198,             0.00041598,             0.00041598,             0.00041598
                     58,                 1.6225,                 1.1453,                 1.0761,                0.97192,                0.92271,                0.96793,                0.57654,                  1.458,                 1.3632,                 1.0198,               0.000414,               0.000414,               0.000414
                     59,                  1.471,                  1.274,                0.99095,                0.97192,                0.92271,                0.96793,                0.57654,                  1.458,                 1.3632,                 1.0198,             0.00041169,             0.00041169,             0.00041169
                     60,                 1.2444,                0.86166,                 1.0367,                0.96254,                0.94006,                0.97212,                0.59763,                 1.4101,                 1.3378,                 1.0001,             0.00040905,             0.00040905,             0.00040905
                     61,                 1.0291,                0.81704,                0.98652,                0.96254,                0.94006,                0.97212,                0.59763,                 1.4101,                 1.3378,                 1.0001,             0.00040608,             0.00040608,             0.00040608
                     62,                 1.5747,                 1.3669,                 1.0146,                0.96254,                0.94006,                0.97212,                0.59763,                 1.4101,                 1.3378,                 1.0001,             0.00040278,             0.00040278,             0.00040278
                     63,                  1.663,                 1.6995,                 1.0687,                0.97936,                0.95427,                 0.9878,                0.59503,                 1.4221,                 1.3155,                0.99812,             0.00039915,             0.00039915,             0.00039915
                     64,                 1.1234,                 1.1347,                 0.9886,                0.97936,                0.95427,                 0.9878,                0.59503,                 1.4221,                 1.3155,                0.99812,             0.00039519,             0.00039519,             0.00039519
                     65,                 1.1003,                0.98197,                 1.0391,                0.97936,                0.95427,                 0.9878,                0.59503,                 1.4221,                 1.3155,                0.99812,              0.0003909,              0.0003909,              0.0003909
                     66,                 1.3176,                  1.123,                 1.0787,                0.98621,                0.98598,                0.99449,                0.59194,                 1.4007,                 1.2759,                0.99234,             0.00038629,             0.00038629,             0.00038629
                     67,                 1.1362,                0.90656,                0.98592,                0.98621,                0.98598,                0.99449,                0.59194,                 1.4007,                 1.2759,                0.99234,             0.00038134,             0.00038134,             0.00038134
                     68,                 1.3145,                0.89326,                 1.0983,                0.98621,                0.98598,                0.99449,                0.59194,                 1.4007,                 1.2759,                0.99234,             0.00037606,             0.00037606,             0.00037606
                     69,                 1.2251,                 1.5175,                 1.0421,                0.98176,                0.98649,                0.99449,                0.60537,                 1.3423,                 1.1749,                0.97339,             0.00037045,             0.00037045,             0.00037045
                     70,                 1.0029,                0.79098,                0.98173,                0.98176,                0.98649,                0.99449,                0.60537,                 1.3423,                 1.1749,                0.97339,             0.00036451,             0.00036451,             0.00036451
                     71,                 1.1938,                 1.0084,                0.99146,                0.98176,                0.98649,                0.99449,                0.60537,                 1.3423,                 1.1749,                0.97339,             0.00035824,             0.00035824,             0.00035824
                     72,                 1.1497,                 1.0154,                 1.0154,                0.98993,                0.98649,                0.99474,                0.62084,                 1.2726,                 1.0861,                0.95645,             0.00035164,             0.00035164,             0.00035164
                     73,                 1.2092,                 1.2857,                 1.0087,                0.98993,                0.98649,                0.99474,                0.62084,                 1.2726,                 1.0861,                0.95645,             0.00034471,             0.00034471,             0.00034471
                     74,                 1.0088,                0.86597,                0.94869,                0.98993,                0.98649,                0.99474,                0.62084,                 1.2726,                 1.0861,                0.95645,             0.00033745,             0.00033745,             0.00033745
                     75,                 1.1668,                  1.145,                 1.0123,                0.99415,                0.99341,                  0.995,                0.65223,                 1.1991,                 1.0501,                0.94694,             0.00032986,             0.00032986,             0.00032986
                     76,                 1.0512,                 1.1233,                0.98523,                0.99415,                0.99341,                  0.995,                0.65223,                 1.1991,                 1.0501,                0.94694,             0.00032194,             0.00032194,             0.00032194
                     77,                 1.1056,                 0.8919,                  1.008,                0.99415,                0.99341,                  0.995,                0.65223,                 1.1991,                 1.0501,                0.94694,             0.00031369,             0.00031369,             0.00031369
                     78,                 1.0894,                0.92954,                0.99501,                0.99486,                 0.9939,                  0.995,                0.67447,                 1.1399,                0.99417,                0.94647,             0.00030511,             0.00030511,             0.00030511
                     79,                 1.1892,                0.96059,                 1.0204,                0.99486,                 0.9939,                  0.995,                0.67447,                 1.1399,                0.99417,                0.94647,              0.0002962,              0.0002962,              0.0002962
                     80,                 1.4083,                 1.0748,                 1.0088,                0.99486,                 0.9939,                  0.995,                0.67447,                 1.1399,                0.99417,                0.94647,             0.00028696,             0.00028696,             0.00028696
                     81,                 1.0516,                0.81864,                  0.942,                0.98341,                0.98209,                 0.9908,                0.68585,                  1.109,                0.93965,                0.95111,             0.00027739,             0.00027739,             0.00027739
                     82,                 1.1283,                0.86692,                 1.0155,                0.98341,                0.98209,                 0.9908,                0.68585,                  1.109,                0.93965,                0.95111,             0.00026749,             0.00026749,             0.00026749
                     83,                 1.0403,                0.77378,                 1.0194,                0.98341,                0.98209,                 0.9908,                0.68585,                  1.109,                0.93965,                0.95111,             0.00025726,             0.00025726,             0.00025726
                     84,                 1.3639,                0.80243,                 1.0102,                0.98642,                 0.9826,                0.99092,                0.68784,                 1.1069,                0.89793,                0.96696,              0.0002467,              0.0002467,              0.0002467
                     85,                 1.1959,                0.75576,                0.97702,                0.98642,                 0.9826,                0.99092,                0.68784,                 1.1069,                0.89793,                0.96696,             0.00023581,             0.00023581,             0.00023581
                     86,                 1.2544,                 0.9759,                0.99639,                0.98642,                 0.9826,                0.99092,                0.68784,                 1.1069,                0.89793,                0.96696,             0.00022459,             0.00022459,             0.00022459
                     87,                 1.1808,                0.90133,                0.98399,                0.98642,                 0.9826,                0.99092,                0.68784,                 1.1069,                0.89793,                0.96696,             0.00021304,             0.00021304,             0.00021304
                     88,                 1.4646,                 1.3012,                 1.0601,                0.96865,                0.96354,                 0.9904,                0.68762,                 1.0971,                0.86424,                0.98043,             0.00020116,             0.00020116,             0.00020116
                     89,                 1.0362,                0.75789,                 1.0061,                0.96865,                0.96354,                 0.9904,                0.68762,                 1.0971,                0.86424,                0.98043,             0.00018894,             0.00018894,             0.00018894
                     90,                 1.2194,                0.99659,                 1.0611,                0.96865,                0.96354,                 0.9904,                0.68762,                 1.0971,                0.86424,                0.98043,              0.0001764,              0.0001764,              0.0001764
                     91,                 1.2048,                0.90422,                0.97742,                0.96865,                0.96354,                 0.9904,                0.68762,                 1.0971,                0.86424,                0.98043,             0.00016353,             0.00016353,             0.00016353
                     92,                 0.9815,                0.72424,                 1.0317,                0.98635,                0.97111,                0.99099,                 0.7018,                 1.0636,                0.84239,                0.97742,             0.00015033,             0.00015033,             0.00015033
                     93,                 1.0365,                0.72399,                0.94392,                0.98635,                0.97111,                0.99099,                 0.7018,                 1.0636,                0.84239,                0.97742,              0.0001368,              0.0001368,              0.0001368
                     94,                 1.2715,                0.91672,                 1.0516,                0.98635,                0.97111,                0.99099,                 0.7018,                 1.0636,                0.84239,                0.97742,             0.00012294,             0.00012294,             0.00012294
                     95,                 1.1381,                0.80269,                 1.0384,                0.98635,                0.97111,                0.99099,                 0.7018,                 1.0636,                0.84239,                0.97742,             0.00010875,             0.00010875,             0.00010875
                     96,                 1.0576,                0.83921,                 1.0302,                0.97711,                0.98194,                0.99062,                0.71953,                 1.0397,                 0.8227,                0.98183,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                  1.073,                0.77386,                 1.0643,                0.97711,                0.98194,                0.99062,                0.71953,                 1.0397,                 0.8227,                0.98183,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                 1.0351,                0.75582,                  0.953,                0.97711,                0.98194,                0.99062,                0.71953,                 1.0397,                 0.8227,                0.98183,             6.4195e-05,             6.4195e-05,             6.4195e-05
                     99,                 1.0812,                0.75172,                 1.0322,                0.97711,                0.98194,                0.99062,                0.71953,                 1.0397,                 0.8227,                0.98183,             4.8683e-05,             4.8683e-05,             4.8683e-05
                    100,                 1.0899,                0.75105,                0.95676,                 0.9677,                0.98363,                 0.9899,                0.73039,                 1.0256,                0.81501,                0.98178,             3.2842e-05,             3.2842e-05,             3.2842e-05
