                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.78196,                0.53342,                0.91576,                 0.9975,                      1,                  0.995,                0.77159,                0.87996,                0.70114,                0.93985,              0.0003136,              0.0003136,              0.0003136
                     27,                0.77437,                0.54377,                0.91507,                0.99888,                      1,                  0.995,                0.74723,                0.92002,                0.68134,                0.93752,             0.00032186,             0.00032186,             0.00032186
                     28,                0.80495,                0.54099,                0.93847,                0.99888,                      1,                  0.995,                0.74723,                0.92002,                0.68134,                0.93752,             0.00032978,             0.00032978,             0.00032978
                     29,                0.83688,                0.59713,                0.92457,                0.99913,                      1,                  0.995,                0.74333,                0.89958,                0.68963,                0.92923,             0.00033737,             0.00033737,             0.00033737
                     30,                0.77963,                0.51621,                0.91989,                0.99913,                      1,                  0.995,                0.74333,                0.89958,                0.68963,                0.92923,             0.00034464,             0.00034464,             0.00034464
                     31,                 0.7899,                0.53777,                0.91373,                0.99912,                      1,                  0.995,                0.76482,                0.83819,                0.79824,                0.91573,             0.00035157,             0.00035157,             0.00035157
                     32,                0.77205,                0.51193,                0.89132,                0.99912,                      1,                  0.995,                0.76482,                0.83819,                0.79824,                0.91573,             0.00035817,             0.00035817,             0.00035817
                     33,                0.74557,                0.49906,                0.90426,                 0.9961,                      1,                  0.995,                0.76507,                0.82816,                0.78668,                0.92169,             0.00036445,             0.00036445,             0.00036445
                     34,                0.76912,                0.49575,                 0.8992,                 0.9961,                      1,                  0.995,                0.76507,                0.82816,                0.78668,                0.92169,             0.00037039,             0.00037039,             0.00037039
                     35,                  0.743,                0.48315,                0.90713,                0.99876,                      1,                  0.995,                0.77959,                0.82229,                0.75148,                0.91951,               0.000376,               0.000376,               0.000376
                     36,                0.82395,                0.50737,                0.88924,                0.99876,                      1,                  0.995,                0.77959,                0.82229,                0.75148,                0.91951,             0.00038128,             0.00038128,             0.00038128
                     37,                0.75688,                0.49172,                0.91347,                0.99773,                      1,                  0.995,                0.81356,                 0.7485,                  0.612,                0.90969,             0.00038624,             0.00038624,             0.00038624
                     38,                0.75987,                0.48263,                0.88658,                0.99773,                      1,                  0.995,                0.81356,                 0.7485,                  0.612,                0.90969,             0.00039086,             0.00039086,             0.00039086
                     39,                0.78274,                0.49763,                0.88815,                0.99781,                      1,                  0.995,                0.82066,                0.72288,                0.55181,                0.90041,             0.00039515,             0.00039515,             0.00039515
                     40,                0.74155,                0.48308,                0.86976,                0.99781,                      1,                  0.995,                0.82066,                0.72288,                0.55181,                0.90041,             0.00039911,             0.00039911,             0.00039911
                     41,                0.80601,                0.50456,                0.88106,                0.99832,                      1,                  0.995,                0.79669,                0.72153,                0.54547,                 0.8956,             0.00040275,             0.00040275,             0.00040275
                     42,                0.73625,                0.50845,                0.91973,                0.99832,                      1,                  0.995,                0.79669,                0.72153,                0.54547,                 0.8956,             0.00040605,             0.00040605,             0.00040605
                     43,                0.76827,                0.48986,                0.91002,                0.99888,                      1,                  0.995,                0.79494,                0.76228,                0.55424,                0.90057,             0.00040902,             0.00040902,             0.00040902
                     44,                0.78733,                0.51199,                0.90246,                0.99888,                      1,                  0.995,                0.79494,                0.76228,                0.55424,                0.90057,             0.00041166,             0.00041166,             0.00041166
                     45,                0.81879,                0.50772,                0.90644,                0.99936,                      1,                  0.995,                0.78783,                0.79687,                 0.5615,                0.90449,             0.00041398,             0.00041398,             0.00041398
                     46,                0.72428,                0.49106,                0.91274,                0.99936,                      1,                  0.995,                0.78783,                0.79687,                 0.5615,                0.90449,             0.00041596,             0.00041596,             0.00041596
                     47,                 0.8421,                 0.5446,                0.89659,                0.99912,                0.99962,                  0.995,                0.80422,                 0.7635,                0.57327,                0.89547,             0.00041761,             0.00041761,             0.00041761
                     48,                0.76465,                0.53536,                0.90088,                0.99912,                0.99962,                  0.995,                0.80422,                 0.7635,                0.57327,                0.89547,             0.00041893,             0.00041893,             0.00041893
                     49,                0.78793,                0.57949,                0.89527,                0.99553,                      1,                  0.995,                0.82688,                0.70434,                0.63485,                0.89284,             0.00041992,             0.00041992,             0.00041992
                     50,                0.77439,                0.51505,                0.90728,                0.99553,                      1,                  0.995,                0.82688,                0.70434,                0.63485,                0.89284,             0.00042059,             0.00042059,             0.00042059
                     51,                 0.8049,                0.52602,                0.91487,                0.98995,                      1,                  0.995,                0.81797,                  0.731,                0.68142,                0.89409,             0.00042092,             0.00042092,             0.00042092
                     52,                0.76225,                0.51376,                0.89774,                0.98995,                      1,                  0.995,                0.81797,                  0.731,                0.68142,                0.89409,             0.00042092,             0.00042092,             0.00042092
                     53,                0.76872,                0.53628,                0.90211,                0.98995,                      1,                  0.995,                0.81797,                  0.731,                0.68142,                0.89409,             0.00042059,             0.00042059,             0.00042059
                     54,                0.74825,                0.49789,                0.89246,                  0.969,                0.99457,                0.96829,                0.79171,                0.72643,                0.71843,                0.89271,             0.00041993,             0.00041993,             0.00041993
                     55,                0.72024,                0.47729,                0.90518,                  0.969,                0.99457,                0.96829,                0.79171,                0.72643,                0.71843,                0.89271,             0.00041894,             0.00041894,             0.00041894
                     56,                0.74632,                0.49609,                0.90759,                  0.969,                0.99457,                0.96829,                0.79171,                0.72643,                0.71843,                0.89271,             0.00041763,             0.00041763,             0.00041763
                     57,                0.75145,                0.48049,                0.89755,                0.99801,                0.99817,                  0.995,                0.82173,                0.69199,                0.52742,                0.89192,             0.00041598,             0.00041598,             0.00041598
                     58,                  0.774,                 0.4798,                0.88302,                0.99801,                0.99817,                  0.995,                0.82173,                0.69199,                0.52742,                0.89192,               0.000414,               0.000414,               0.000414
                     59,                 0.8394,                0.48391,                0.88879,                0.99801,                0.99817,                  0.995,                0.82173,                0.69199,                0.52742,                0.89192,             0.00041169,             0.00041169,             0.00041169
                     60,                0.77314,                0.46825,                0.90107,                0.99866,                      1,                  0.995,                0.83691,                0.68209,                0.48456,                0.89887,             0.00040905,             0.00040905,             0.00040905
                     61,                0.74977,                0.48202,                0.88457,                0.99866,                      1,                  0.995,                0.83691,                0.68209,                0.48456,                0.89887,             0.00040608,             0.00040608,             0.00040608
                     62,                0.70516,                0.44794,                0.89314,                0.99866,                      1,                  0.995,                0.83691,                0.68209,                0.48456,                0.89887,             0.00040278,             0.00040278,             0.00040278
                     63,                0.72773,                 0.4488,                 0.9025,                0.99896,                      1,                  0.995,                0.84606,                 0.6465,                0.45834,                0.89026,             0.00039915,             0.00039915,             0.00039915
                     64,                 0.7203,                0.45295,                0.89073,                0.99896,                      1,                  0.995,                0.84606,                 0.6465,                0.45834,                0.89026,             0.00039519,             0.00039519,             0.00039519
                     65,                0.70888,                0.44821,                0.86662,                0.99896,                      1,                  0.995,                0.84606,                 0.6465,                0.45834,                0.89026,              0.0003909,              0.0003909,              0.0003909
                     66,                0.70274,                0.43389,                0.89344,                 0.9988,                      1,                  0.995,                0.84434,                0.65854,                0.44896,                0.88515,             0.00038629,             0.00038629,             0.00038629
                     67,                0.70817,                0.43515,                 0.8831,                 0.9988,                      1,                  0.995,                0.84434,                0.65854,                0.44896,                0.88515,             0.00038134,             0.00038134,             0.00038134
                     68,                0.67939,                0.41269,                0.88769,                 0.9988,                      1,                  0.995,                0.84434,                0.65854,                0.44896,                0.88515,             0.00037606,             0.00037606,             0.00037606
                     69,                0.67825,                 0.4253,                0.88569,                0.99869,                      1,                  0.995,                0.84193,                0.66158,                0.43923,                0.88312,             0.00037045,             0.00037045,             0.00037045
                     70,                0.70316,                0.42374,                0.88443,                0.99869,                      1,                  0.995,                0.84193,                0.66158,                0.43923,                0.88312,             0.00036451,             0.00036451,             0.00036451
                     71,                0.75114,                0.44309,                0.87396,                0.99869,                      1,                  0.995,                0.84193,                0.66158,                0.43923,                0.88312,             0.00035824,             0.00035824,             0.00035824
                     72,                0.70726,                0.42935,                 0.8926,                 0.9987,                0.99985,                  0.995,                0.84518,                0.64772,                0.43343,                0.88701,             0.00035164,             0.00035164,             0.00035164
                     73,                0.70858,                0.43522,                0.88841,                 0.9987,                0.99985,                  0.995,                0.84518,                0.64772,                0.43343,                0.88701,             0.00034471,             0.00034471,             0.00034471
                     74,                0.69688,                0.42591,                0.88139,                 0.9987,                0.99985,                  0.995,                0.84518,                0.64772,                0.43343,                0.88701,             0.00033745,             0.00033745,             0.00033745
                     75,                0.69735,                0.43964,                 0.8725,                 0.9987,                0.99987,                  0.995,                0.83675,                0.68541,                0.44855,                0.90026,             0.00032986,             0.00032986,             0.00032986
                     76,                0.73843,                0.45829,                0.87621,                 0.9987,                0.99987,                  0.995,                0.83675,                0.68541,                0.44855,                0.90026,             0.00032194,             0.00032194,             0.00032194
                     77,                0.75412,                0.44469,                0.91183,                 0.9987,                0.99987,                  0.995,                0.83675,                0.68541,                0.44855,                0.90026,             0.00031369,             0.00031369,             0.00031369
                     78,                0.76699,                0.42807,                0.88146,                0.99877,                      1,                  0.995,                0.82887,                 0.7162,                0.45022,                0.90854,             0.00030511,             0.00030511,             0.00030511
                     79,                0.72113,                0.44533,                0.87971,                0.99877,                      1,                  0.995,                0.82887,                 0.7162,                0.45022,                0.90854,              0.0002962,              0.0002962,              0.0002962
                     80,                0.70577,                0.43383,                0.87515,                0.99877,                      1,                  0.995,                0.82887,                 0.7162,                0.45022,                0.90854,             0.00028696,             0.00028696,             0.00028696
                     81,                0.75041,                0.45054,                0.88853,                 0.9988,                      1,                  0.995,                0.84546,                0.67095,                0.42565,                0.89838,             0.00027739,             0.00027739,             0.00027739
                     82,                0.73272,                0.45479,                0.88548,                 0.9988,                      1,                  0.995,                0.84546,                0.67095,                0.42565,                0.89838,             0.00026749,             0.00026749,             0.00026749
                     83,                0.69334,                0.42304,                0.86641,                 0.9988,                      1,                  0.995,                0.84546,                0.67095,                0.42565,                0.89838,             0.00025726,             0.00025726,             0.00025726
                     84,                0.70318,                0.43637,                0.89232,                0.99906,                      1,                  0.995,                0.84602,                0.67001,                0.41063,                0.89025,              0.0002467,              0.0002467,              0.0002467
                     85,                0.68062,                0.42678,                0.87783,                0.99906,                      1,                  0.995,                0.84602,                0.67001,                0.41063,                0.89025,             0.00023581,             0.00023581,             0.00023581
                     86,                 0.6924,                0.42288,                0.87332,                0.99906,                      1,                  0.995,                0.84602,                0.67001,                0.41063,                0.89025,             0.00022459,             0.00022459,             0.00022459
                     87,                0.68826,                0.42397,                  0.878,                0.99906,                      1,                  0.995,                0.84602,                0.67001,                0.41063,                0.89025,             0.00021304,             0.00021304,             0.00021304
                     88,                0.71473,                0.42617,                0.87098,                0.99927,                      1,                  0.995,                0.83335,                0.69607,                0.40516,                0.89004,             0.00020116,             0.00020116,             0.00020116
                     89,                0.73548,                0.44189,                0.85446,                0.99927,                      1,                  0.995,                0.83335,                0.69607,                0.40516,                0.89004,             0.00018894,             0.00018894,             0.00018894
                     90,                0.70248,                0.41184,                0.89469,                0.99927,                      1,                  0.995,                0.83335,                0.69607,                0.40516,                0.89004,              0.0001764,              0.0001764,              0.0001764
                     91,                0.68245,                0.44536,                0.88738,                0.99927,                      1,                  0.995,                0.83335,                0.69607,                0.40516,                0.89004,             0.00016353,             0.00016353,             0.00016353
                     92,                0.68103,                0.42839,                0.88625,                0.99935,                      1,                  0.995,                0.83668,                0.68193,                0.39015,                0.88656,             0.00015033,             0.00015033,             0.00015033
                     93,                0.65501,                0.40254,                0.88063,                0.99935,                      1,                  0.995,                0.83668,                0.68193,                0.39015,                0.88656,              0.0001368,              0.0001368,              0.0001368
                     94,                0.67572,                0.43208,                0.86987,                0.99935,                      1,                  0.995,                0.83668,                0.68193,                0.39015,                0.88656,             0.00012294,             0.00012294,             0.00012294
                     95,                0.65449,                0.39228,                0.87086,                0.99935,                      1,                  0.995,                0.83668,                0.68193,                0.39015,                0.88656,             0.00010875,             0.00010875,             0.00010875
                     96,                0.65582,                0.40963,                0.86088,                0.99929,                      1,                  0.995,                0.84311,                0.64758,                0.37503,                0.88246,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                0.66622,                0.41548,                0.85749,                0.99929,                      1,                  0.995,                0.84311,                0.64758,                0.37503,                0.88246,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                0.65443,                0.39815,                0.85767,                0.99929,                      1,                  0.995,                0.84311,                0.64758,                0.37503,                0.88246,             6.4195e-05,             6.4195e-05,             6.4195e-05
                     99,                 0.6635,                0.41127,                0.85929,                0.99929,                      1,                  0.995,                0.84311,                0.64758,                0.37503,                0.88246,             4.8683e-05,             4.8683e-05,             4.8683e-05
                    100,                0.66881,                0.42586,                0.86898,                0.99924,                      1,                  0.995,                 0.8448,                0.63546,                0.36993,                 0.8812,             3.2842e-05,             3.2842e-05,             3.2842e-05
